DeptID,DeptName,Parent id,
303,Bidang perikanan tangkap,28,
759,Seksi pengelolaan sumber daya ikan dan pengendalian penangkapan ikan ,303,
760,Seksi pelabuhan perikanan,303,
761,"Seksi kapal perikanan, Alat penangkapan ikan dan kenelayanan ",303,
304,Bidang perikanan budi daya,28,
762,Seksi perbenihan ,304,
763,Seksi produksi budidaya ,304,
764,Seksi usaha budidaya ,304,
305,Bidang penguatan daya saing produk,28,
765,"Seksi bina mutu, diversifikasi produk kelautan dan perikanan ",305,
766,Seksi akses pasar dan promosi ,305,
767,Seksi usaha dan logistik ,305,
306,Bidang pengawasan pengelolaan sumber daya pesisir dan pulau- pulau kesil,28,
768,Seksi tataruang laut dan pengelolaan perairan pesisir ,306,
769,Seksi pemeberdayaan masyarakat dan pelestarian sumber daya perairan pesisir dan pulau kecil ,306,
770,Seksi pengawasan sumber daya kelautan dan perikanan ,306,
307,Klompok jabatan fungsional Dislutkan,28,
111,Pelabuahan periakan labuhan Lombok,1,
112,Pelabuahan perikanan teluk Sentong ,1,
113,Balai pengembangan budidaya periakanan pantai ( BP BPP)sekotong ,1,
114,Balai pengembangan budidaya ikan air tawar (BP BIAT) Aik mel ,1,
115,balai kesehatan ikan dan lingkunngan perikanan Budidaya ,1,
116,Balai laboraturium pengujian dan penerapan mutu hasil kelautan dan perikanan ,1,
117,Balai kenservasi dan pengawasan sumber daya kelautan dan perikanan kawsan bima dompu ,1,
118,Balai konservasi dan pengawasan sumber daya kelautan dan perikanan kawasan sumbawa ,1,
119,Balai konservasi dan pengawasan sumber daya kelautan dan perikanan kawasan sumbawa ,1,
120,Balai pendidikan dan pelatihan kelautan dan perikanan tanjung luar ,1,
771,PTT,28,
29,Dinas Pariwisata,1,
308,Sekretariat,29,
772,Sub bagian program ,308,
773,Sub bagian keuangan,308,
774,Sub bagian umum ,308,
309,Bidang pemasaran pariwisata ,29,
775,Seksi analisa pasar ,309,
776,Seksi promosi pariwisata ,309,
777,Seksi kerjasama pariwisata ,309,
310,Bidang pengembangan pariwisata,29,
778,Seksi produk wisata ,310,
779,Seksi usaha pariwisata,310,
780,Seksi pengembangan infrastruktur pariwisata ,310,
311,Bidang kelembagaan pariwisata,29,
781,Seksi pendidikan dan pelatihan tenaga pariwisata ,311,
782,Seksi bimbingan masyarakat pariwisata ,311,
312,Bidang atraksi dan daya tarik pariwisata ,29,
783,Seksi pengembangan atraksi dan daya tarik wisata ,312,
784,Seksi pengembangan industri kraetif,312,
785,Seksi atraksi Budaya ,312,
313,Kelompok jabatan fungsional Dispar,29,
786,PTT,29,
30,Dinas Pertanian dan Perkebunan,1,
314,Sekretariat ,30,
787,Sub bagian program ,314,
788,Sub bagian keuangan ,314,
789,Sub bagian umum ,314,
315,Bidang tanaman pangan,30,
790,Seksi perbenihan dan perlindungan tanaman pangan ,315,
791,Seksi produksi tanaman pangan ,315,
792,Seksi pengolahan dan pemasaran tanaman pangan ,315,
316,Bidang Holtikultura,30,
793,Seksi perbenihan dan perlindungan holtikultura ,316,
794,Seksi produksi tanaman holtikultura,316,
795,Seksi pengolahan dan pemasaran holtikultura,316,
317,Bidang perkebunan,30,
796,Seksi perbenihan dan perlindungan perkebunan ,317,
797,Seksi produksi tanaman perkebunan,317,
798,Seksi pengolahan dan pemasaran hasil perkebunan ,317,
318,Bidang sarana dan prasarana pertanian,30,
799,"Seksi lahan, irigasi dan pembiayaan ",318,
800,Seksi pupuk dan pestisida,318,
801,Seksi alat dan mesin pertanian ,318,
319,kelompok jabatan fungsional Distanbun,30,
121,Balai perlindungan tanaman pertanian (BPTP),1,
122,Balai benih induk pertanian(BBIP),1,
123,Balai benih induk perkebunan (BBI-Bun,1,
124,Balai pengawasan dan sertifikasi benih pertanian (BPSB-P),1,
125,Balai penyuluhan dan pengembangan sumber daya manusia pertanian dan perkebunan ,1,
126,Balai pengawasan dan sertifikasi benih perkebunan ,1,
127,Balai perlindungan tanaman perkebunan BPT -Bun ,1,
128,Sekolah menengah kejuruan pembangunan pertanian mataram SMK- PP Mataram ,1,
129,Sekolah menengah kejuruan pembangunan pertanian bima ,1,
802,PTT,30,
31,Dinas Peternakan dan Kesehatan Hewan,1,
320,Sekretariat,31,
803,Sub bagain program ,320,
804,Sub bagian keuangan,320,
805,Sub bagian umum ,320,
321,Bidang kesehatan hewan,31,
806,Seksi pengamatan penyakit hewan ,321,
807,Seksi pencegahan dan Pemberantasan penyakit hewan,321,
808,Seksi pengawasan obat hewan dan pelayanan kesehatan hewan ,321,
322,"Bidang pembibitan, produksi dan pakan ternak",31,
809,Seksi pembibitan ternak ,322,
810,Seksi produksi sarana dan prasarana peternakan dan ,322,
811,Seksi pakan ,322,
323,Bidang pengolahan dan pemasaran hasil peternakan,31,
812,Seksi investasi dan pengembangan usaha ,323,
813,Seksi pengolahan,323,
814,Seksi pemasaran ,323,
324,Bidang kesehatan Masyarakat veteriner,31,
815,Seksi pengawasan keamanan produk hewan ,324,
816,Seksi pengawasan higlenis sanitasi dan RPH,324,
817,Seksi zoonosis dan kesejahteraan hewan ,324,
325,Kelompok jabatan Fungsional Disnakeswan,31,
130,Balai insimenasi buatan ,1,
131,Balai rumah sakit hewan dan laboraturium veteriner ,1,
132,Balai pembibitan ternak dan hijauan makanan ternak serading ,1,
133,Balai pengembangan dan pengolahan pakan ternak ruminansia ,1,
818,PTT,31,
32,Dinas Energi dan Sumber Daya Mineral,1,
326,Sekretariat,32,
819,Sub bagian program ,326,
820,Sub bagian keuangan ,326,
821,Sub bagian umum ,326,
327,Bidang geologi dan air tanah,32,
822,Seksi pemetaan geologi dan air tanah ,327,
823,Seksi pengusahaan air tanah,327,
824,Seksi konservasi air tanah ,327,
328,Bidang mineral dan batu bara,32,
825,Seksi pengusahaan mineral bukan logam dan batuan ,328,
826,Seksi pengusahaan mineral logam dan batu bara,328,
827,"Seksi produksi, penjualan mineral dan batu bara ",328,
329,Bidang energi,32,
828,Seksi pengembangan energi baru terbarukan ,329,
829,Seksi pengusahaan energi baru terbarukan,329,
830,Seksi konservasi energi ,329,
330,Bidang ketenagalistrikan,32,
831,Seksi pengembangan ketenagalistrikan ,330,
832,Seksi pengusahaan ketenagalistrikan,330,
833,Seksi pengawasan ketenagalistrikan ,330,
331,Kelompok jabatan fungsional DESDM,32,
134,Balai ESDM Wilayah Sumbawa,1,
834,PTT,32,
33,Dinas Perdagangan,1,
332,Sekretariat,33,
835,Sub bagian program ,332,
836,Sub bagian keuangan,332,
837,Sub bagian umum ,332,
333,Bidang stndarisasai dan perlindungan konsumen,33,
838,Seksi standarisasi dan tertib niaga ,333,
839,Seksi pemberdayaan konsumen ,333,
840,Seksi pengawasan barang beredar dan jasa ,333,
334,Bidang perdagangan dalam negeri,33,
841,Seksi bina usaha dan pelaku distribusi ,334,
842,Seksi sarana distribusi dan logistik,334,
843,Seksi pemasaran produk dalam negeri ,334,
335,Bidang perdagangan luar negeri,33,
844,Seksi ekpor ,335,
845,Seksi impor,335,
846,Seksi pengembangan dan kerjasama ,335,
336,jabatan Fungsional Disdag,33,
135,Balai Pengembangan Pelatihan dan Promosi Ekspor Daerah,1,
847,PTT,33,
34,Dinas Perindustrian,1,
337,Sekretariat,34,
848,Sub bagian program ,337,
849,Sub bagian keuangan ,337,
850,Sub bagian umum ,337,
338,Bidang indstri agro,34,
851,"Seksi industri hasil pertanian, hutan dan perekebunan dan",338,
852,"Seksi industri makanan dan minuman, hasil laut, mesin,  periakanan dan peternakan ",338,
339,"Bidang industri logam, mesin, alat transportasi, elektronika dan telematika terdiri dari ",34,
853,"Seksi industri logam, mesin dan alat transportasi dan ",339,
854,Seksi industri elektronika dan telematika ,339,
340,"Bidang industri kreatif, sandang dan kerajianan terdiri dari: ",34,
855,Seksi industri kreatif ,340,
856,Seksi industri sandang dan kerajinan ,340,
341,Kelompok jabatan Fungsional Disperin,34,
136,Balai Kemasan Produk Daerah,1,
137,Balai Pengelolaan Industri Daerah,1,
857,PTT,34,
35,Satuan Polisi Pamong Praja,1,
342,Sekretariat,35,
858,Sub bagian program ,342,
859,Sub bagian keuangan ,342,
860,Sub bagain umum ,342,
343,Bidang pembinaan masyarakat,35,
861,Seksi kewaspadaan dini ,343,
862,Seksi bimbingan dan penyuluhan ,343,
344,Bidang ketertiban umum dan ketentraman,35,
863,Seksi operasi dan pengendalian,344,
864,Seksi ketertiban umum ,344,
345,Bidang penegakan peraturan daerah,35,
865,Seksi penegakan,345,
866,Seksi hubungan antar lembaga ,345,
346,Bidang pembianaan satuan perlindungan masyarakat,35,
867,Seksi data dan informasi,346,
868,Seksi pelatihan dan mobilisasi ,346,
347,Kelompok jabatan fungsional Polpp,35,
869,PTT,35,
36,"Badan Perencanaan Pembangunan, Penelitian dan Pengembangan Daerah",1,
348,Sekretariat,36,
870,Sub bagian program ,348,
871,Sub bagian keuangan,348,
872,Sub bagian umum ,348,
349,Bidang perencanaan wilayah dan pemabangunan infrastruktur,36,
873,Subbbidang perencanaan wilayah ,349,
874,"Subbidang pekerjaan umum, pemukiman dan transportasi",349,
875,Subbidang kemaritiman dan sumber daya alam ,349,
350,Bidang perencanaan pembungan ekonomi,36,
876,Subbidang infestasi dan keuangan ,350,
877,Subbidang pangan dan pertanian,350,
878,"Subbidang industri, perdagangan pariwisata ",350,
351,Bidang peremcanaan pemabangunan sosial budaya,36,
879,"Subbidang sosial, ketenaga kerjaan dan kependududkan ",351,
880,Subbbidang pendidikan dan kesehatan,351,
881,Subbidang pemerintahan dan politik ,351,
352,Bidang penelitian dan pengembangan,36,
882,Subbidang penelitian dan pengembangan ekonomi wilayah ,352,
883,subbidang penelitan dan pengembangan sosial budaya,352,
884,Subbidang penenlitian dan pengembangan informasi goespasial ,352,
353,"Bidang pemantauan, Evaluasi dan pengendalian perencanaan pemabangunan",36,
885,"Subbidang pemantauan, evaluasi dan pelaporan ",353,
886,Subbidang pengendalian perencanaan dan ,353,
887,Subbidang data dan sistem informasi perencanaan ,353,
354,Kelompok jabatan fungsional Bappeda,36,
888,PTT,36,
37,Badan pengelolaan Keuangan dan Aset Daerah,1,
355,Sekretariat,37,
889,Sub bagian program ,355,
890,Sub bagain keuangan ,355,
891,Sub bagian umum ,355,
356,Bidang anggaran,37,
892,Sub bidang anggaran I ,356,
893,Sub bidang anggaran II,356,
894,Sub bidang evaluasi anggaran kabupaten/kota ,356,
357,Bidang perbendaharaan,37,
895,Sub bidang kas ,357,
896,Sub bidang perbendaharaan I,357,
897,Sub bidang perbendaharaan II ,357,
358,Bidang akutansi dan pelaporan terdiri dari ,37,
898,Sub bidang Akuntansi I,358,
899,Sub bidang Akuntansi II,358,
900,Sub bidang pelaporan dan evaluasi keuangan daerah ,358,
359,Bidang pengelolaan barang milik daerah,37,
901,Sub bidang perencanaan kebutuhan dan pengadaan BMD ,359,
902,Sub bidang pemeliharaan dan penghapusan BMD ,359,
903,Sub bidang penatausahaan dan pembinaan BMD ,359,
360,kelompok jabatan fungsional BPKAD,37,
138,Unit Layanan Pemanfaatan Aset Daerah,1,
139,Unit Pengelolaan Islamic Center,1,
904,PTT,37,
38,Badan Pengelolaan Pendapatan Daerah,1,
361,Sekretariat,38,
905,kepala Sub bagian perelengkapan ,361,
906,Kepala sub bagian keuangan ,361,
907,Kepala Sub bagian umum dan kepegawaian ,361,
362,Bidang perencanaan dan pengembangan,38,
908,Sub bidang penyusunan program ,362,
909,Sub bidang pengembangan teknologi informasi penadapatan ,362,
910,Sub bidang analisis dan pelaporan ,362,
363,Bidang pajak daerah,38,
911,Sub bidang pajak kendaraan bermotor dan bea balik nama kendaraan bermotor ,363,
912,Sub bidang pajak daerah lainnya ,363,
913,Sub bidang administrasi dan pelayanan pajak daerah ,363,
364,"Bidang retribusi, dana perimbangan dan pendapatan lainya",38,
914,Sub bidang retribusi ,364,
915,Sub bidang dana perimbangan ,364,
916,Sub bidang pendapatan lainnya ,364,
365,Bidang pengendalian dan pembinaan,38,
917,Sub bidang pengendalian ,365,
918,Sub bidang pembinaan ,365,
919,Sub bidang hukum dan sengketa pajak ,365,
366,Kelompok jabatan fungsional Bappenda,38,
140,Unit Pelayanan Pajak Daerah  Mataram ,1,
141,Unit Pelayanan Pajak Daerah Praya ,1,
142,Unit Pelayanan Pajak Daerah Selong ,1,
143,Unit Pelayanan Pajak Daerah Sumbawa Besar ,1,
144,Unit Pelayanan Pajak Daerah Raba Bima ,1,
145,Unit Pelayanan Pajak Daerah Dompu ,1,
146,Unit Pelayanan Pajak Daerah Taliwang,1,
147,Unit Pelayanan Pajak Daerah Gerung,1,
148,Unit Pelayanan Pajak Daerah Tanjung ,1,
149,Unit Pelayanan Pajak Daerah Panda Bima,1,
920,PTT,38,
39,Badan Pengembangan Sumberdaya Manusia Daerah,1,
367,Sekretariat,39,
921,Kepala sub bagian perencanaan dan keuangan ,367,
922,Kepala sub bagian umum dan kepegawaian ,367,
368,Bidang sertifikasi dan pengelola kelembagaan,39,
923,Sub bidang sertifikasi kompetensi ,368,
924,Sub bidang pengeloloaan kelembagaan dan tenaga pengembangan kompetensi ,368,
925,Sub bidang pengelolaan sumber belajar dan kerasama ,368,
369,Bidang pengembangan kompetensi teknis,39,
926,Sub bidang pengembangan kompetensi umum dan pilihan jabatan administrasi ,369,
927,Sub bidang pengembangan kompetensi jabatan adminiistrasi ,369,
928,Sub bidang penegmbangan kompetensi jabatan adaministrasi perangkat daerah penunjang ,369,
370,Bidang pengembangan kompetensi Manajerial dan fungsional,39,
929,Sub bidang pengembangan kompetensi pimpinan Daerah dan jabatan pimpinan tinggi ,370,
930,Sub bidang pengembangan kompetensi jabatan fungsional ,370,
931,Sub bidang pengembangan kompetensi kepemimpinan dan prajabatan ,370,
371,Kelompok jabatan fungsional BPSDM,39,
932,PTT,39,
40,Badan Kepegawaian Daerah,1,
372,Sekretaris BKD,40,
933,Subbag program dan Keuangan BKD,372,
934,Subbag Umum BKD,372,
373,Bidang Mutasi Pegawai,40,
935,Subbid Formasi dan Seleksi,373,
936,Subbid Pengangkatan dan Penggajian,373,
937,Subbid Pemindahan dan Pemberhentian,373,
374,Bidang Pengembangan dan Pembinaan Pegawai,40,
938,Subbid Penempatan Jabatan,374,
939,Subbid Pendidikan dan Kesejahteraan Pegawai,374,
940,Subbid Pembinaan dan Evaluasi,374,
375,Bidang Informasi Kepegawaian,40,
941,Subbid Dokumentasi dan Arsip Kepegawaian,375,
942,Subbid Pengolahan Data,375,
943,Subbid Penilaian Dan Informasi Kompetensi Pegawai,375,
376,Jabatan Fungsional BKD,40,
150,Unit Pelayanan Penilaian Kompetensi,1,
151,UPT Sekretariat KORPRI Provinsi NTB,1,
944,PTT,40,
41,Pelaksana Badan Penanggulangan Bencana Daerah,1,
377,Sekretariat,41,
945,Subbag Program,377,
946,Subbag Keuangan,377,
947,Subbag Umum,377,
378,Bidang Pencegahan dan Kesiapsiagaan,41,
948,Seksi Pencegahan,378,
949,Seksi Kesiapsiagaan,378,
379,Bidang Kedaruratan dan Logistik,41,
950,Seksi Tanggap Darurat,379,
951,Seksi Penyelamatan dan Evakuasi,379,
380,Bidang Rehabilitasi dan Rekonstruksi,41,
952,Seksi Rehabilitasi,380,
953,Seksi Rekonstruksi,380,
381,Jabatan Fungsional BPBD,41,
954,PTT,41,
42,Badan Penghubung Daerah,1,
955,Sub Bagian Tata Usaha,42,
956,Seksi Hubungan Antar Lembaga,42,
957,Seksi Pelayanan Umum,42,
958,Seksi Promosi dan Informasi,42,
382,Jabatan Fungsional Badan Penghubung,42,
959,PTT,42,
